instrument_id,when_timestamp,gamma_5s,gamma_1m,gamma_30m,gamma_60m,vega_5s,vega_1m,vega_30m,vega_60m,theta_5s,theta_1m,theta_30m,theta_60m
49c199230feea997ad881a5e0fa2d484ff834caf159ac87a49f3e2c0b0cd46a5,2022-08-22T00:59:35.000+0000,1.1289079157277351E-4,1.185783887941137E-4,1.8758319939144808E-4,1.8340892374629205E-4,1.5070023706234787,1.478317438180998,1.4782529423974575,1.4796196885823025,-2.867191976479656,-2.802816268139854,-2.7347302116033516,-2.7478312218044696
8e7e6e368770ab23786872c6a133dda98a85cdba392438eae5c25e43dfa753d7,2022-08-22T01:00:02.000+0000,0.032651412101964844,0.03267179848098174,0.031106821391732792,0.03166418120004241,26.210321108092774,26.227611939498935,25.09990561192639,25.153640120605782,-58.04405628379464,-58.02512865038992,-55.27006340906039,-55.69265412067222
a44b64594556b52caa240f94ab2ed5a92eee01ed576fe918af13476c43fce912,2022-08-22T00:59:04.000+0000,0.0025237164981196667,0.0024899417579523344,0.0026875267983504673,0.002590462167951174,3.661201959826143,3.6801837066643266,3.3108605943372473,3.2294325405599427,-10.118471851084356,-10.168159605208022,-9.123724702313256,-8.9427900557137
b46be2d5b4c6dcf4f99d8c0e3c264c30aee64e753d58b0c0ea9d0a48d870016c,2022-08-22T00:59:45.000+0000,0.004287341721408524,0.004307340210589389,0.0034700248136023694,0.0036761294636407887,4.497974954397723,4.505726956300714,4.017898108000559,3.9830573992193523,-12.032225643319448,-12.055150364079916,-10.76382477846365,-10.717135569701957
abd17cd82d614f59291b748abc1fc0213eac671227c83cc369070be8351c89a6,2022-08-22T00:59:36.000+0000,0.009564767534096609,0.009623211805478435,0.011122990964299412,0.010952726403389488,11.018139028351632,10.97317401914401,11.883017401240652,11.827048341487533,-19.6510483223998,-19.56699497127994,-20.90029198900253,-20.880829796988657
f4ad1cac2b2d3effa00216d1ca94646aeabd3bde6336f2a140659211d2a44176,2022-08-22T01:00:04.000+0000,0.006640895766012655,0.006710460727960352,0.005052309396959897,0.0054167445335381575,5.56113163545401,5.52678143649289,4.938855870407046,4.9664693368234705,-14.393391986832178,-14.334719738829577,-12.840891288037524,-12.976851766968442
2738855c8e50bb84a1e5cdd8612804a51e67870deab13485ef6f32c3ba25d57c,2022-08-22T00:59:51.000+0000,0.0219339552484177,0.021709820366577794,0.024040337864919735,0.02430282690175907,19.880716177687546,19.79551483508778,21.144859888843794,20.977537554192473,-37.22188066620734,-37.06228060190264,-39.18251189649163,-38.925947366313856
da92c2030b18b81f1ea5afb9b3e2ef759dcecbd99f1628e4fb6e6f631a44488f,2022-08-22T00:59:52.000+0000,0.02107448460831068,0.021165522877832084,0.01937850357663087,0.019902785968812172,16.893800516484344,16.938676236742218,15.48891845809302,15.521208691021107,-39.93171018274796,-40.02770156209308,-36.360581136266056,-36.6365948388551
140897eea9416e6e3ac3c601959644e4bc45225543268eef1cdd62f3791445f9,2022-08-22T01:00:02.000+0000,0.03535163359927377,0.03538224973264308,0.03446131578591228,0.03520763993813795,28.417073933005938,28.42933462517408,27.67557828730071,27.69130088822118,-61.316227774005924,-61.29665310634207,-59.396210098308444,-59.699622734262114
05ccd7733de165258c1df578faf5e1cd20d2517573a10eb86c2c346f1a77476b,2022-08-22T00:59:40.000+0000,0.02805044524171868,0.027949377292153688,0.030349039584173586,0.03081086270679159,24.141775688150247,24.10608673588237,25.22519947724085,25.15793147615304,-46.27471791471176,-46.217091764185746,-47.93999564694291,-47.913080378743864
0c525a9d5c5776bdfad3ab3802f7d8ddf8bf1cce4d9a5e177663fa51d122db1c,2022-08-22T00:59:52.000+0000,0.032767286993999674,0.03277201080981757,0.03473784952545664,0.03529497996936123,27.44593484385178,27.395534563471493,28.230008639225165,28.123207854241763,-54.33926727921662,-54.220880171437,-55.45843064108342,-55.354811137768195
6ab1673835f7c05527f73fafb264963ac4576c91480618f53a0eafe8036a5924,2022-08-22T00:59:33.000+0000,0.0025047945526356086,0.0024997847140595083,0.002798026107527098,0.002796456581548012,5.29765887287983,5.279003177761205,5.703028319947281,5.6740552467821574,-9.334755905569812,-9.221614045286401,-9.890927450528906,-9.886442355442744
33eabd491ab3c33e1ed90b2b89d5b41f3695cfc65c2c9ec9d4930b8c40d2234a,2022-08-22T00:58:23.000+0000,5.498155941398115E-4,5.277894038789471E-4,5.38338130586727E-4,5.919509405464571E-4,2.7233765156170886,2.688634206602085,2.774722629382129,2.783915948702115,-4.919809033300603,-4.839289700610605,-4.935996850695347,-4.965004395296124
d8416f4c2a91a3deee3748bee50c9b59f5801a2151a92fa1d1bf61fae215244d,2022-08-22T00:59:52.000+0000,0.03644389922274113,0.03643129263018689,0.03595773556171482,0.03698462732319054,29.552061950193934,29.554094503552196,29.304672910359713,29.25521473294732,-62.07731561240305,-62.06965924372979,-61.222121373429516,-61.275651909407195
